id,title,authors,abstract,published,categories,pdf_url,processed_abstract
2503.22625v1,Challenges and Paths Towards AI for Software Engineering,"['Alex Gu', 'Naman Jain', 'Wen-Ding Li', 'Manish Shetty', 'Yijia Shao', 'Ziyang Li', 'Diyi Yang', 'Kevin Ellis', 'Koushik Sen', 'Armando Solar-Lezama']","AI for software engineering has made remarkable progress recently, becoming a notable success within generative AI. Despite this, there are still many challenges that need to be addressed before automated software engineering reaches its full potential. It should be possible to reach high levels of automation where humans can focus on the critical decisions of what to build and how to balance difficult tradeoffs while most routine development effort is automated away. Reaching this level of automation will require substantial research and engineering efforts across academia and industry. In this paper, we aim to discuss progress towards this in a threefold manner. First, we provide a structured taxonomy of concrete tasks in AI for software engineering, emphasizing the many other tasks in software engineering beyond code generation and completion. Second, we outline several key bottlenecks that limit current approaches. Finally, we provide an opinionated list of promising research directions toward making progress on these bottlenecks, hoping to inspire future research in this rapidly maturing field.",2025-03-28,"['cs.SE', 'cs.AI', 'cs.LG']",http://arxiv.org/pdf/2503.22625v1,ai software engineering made remarkable progress recently becoming notable success within generative ai despite still many challenge need addressed automated software engineering reach full potential possible reach high level automation human focus critical decision build balance difficult tradeoff routine development effort automated away reaching level automation require substantial research engineering effort across academia industry paper aim discus progress towards threefold manner first provide structured taxonomy concrete task ai software engineering emphasizing many task software engineering beyond code generation completion second outline several key bottleneck limit current approach finally provide opinionated list promising research direction toward making progress bottleneck hoping inspire future research rapidly maturing field
2503.22622v1,Zero4D: Training-Free 4D Video Generation From Single Video Using Off-the-Shelf Video Diffusion Model,"['Jangho Park', 'Taesung Kwon', 'Jong Chul Ye']","Recently, multi-view or 4D video generation has emerged as a significant research topic. Nonetheless, recent approaches to 4D generation still struggle with fundamental limitations, as they primarily rely on harnessing multiple video diffusion models with additional training or compute-intensive training of a full 4D diffusion model with limited real-world 4D data and large computational costs. To address these challenges, here we propose the first training-free 4D video generation method that leverages the off-the-shelf video diffusion models to generate multi-view videos from a single input video. Our approach consists of two key steps: (1) By designating the edge frames in the spatio-temporal sampling grid as key frames, we first synthesize them using a video diffusion model, leveraging a depth-based warping technique for guidance. This approach ensures structural consistency across the generated frames, preserving spatial and temporal coherence. (2) We then interpolate the remaining frames using a video diffusion model, constructing a fully populated and temporally coherent sampling grid while preserving spatial and temporal consistency. Through this approach, we extend a single video into a multi-view video along novel camera trajectories while maintaining spatio-temporal consistency. Our method is training-free and fully utilizes an off-the-shelf video diffusion model, offering a practical and effective solution for multi-view video generation.",2025-03-28,['cs.CV'],http://arxiv.org/pdf/2503.22622v1,recently multiview 4d video generation emerged significant research topic nonetheless recent approach 4d generation still struggle fundamental limitation primarily rely harnessing multiple video diffusion model additional training computeintensive training full 4d diffusion model limited realworld 4d data large computational cost address challenge propose first trainingfree 4d video generation method leverage offtheshelf video diffusion model generate multiview video single input video approach consists two key step 1 designating edge frame spatiotemporal sampling grid key frame first synthesize using video diffusion model leveraging depthbased warping technique guidance approach ensures structural consistency across generated frame preserving spatial temporal coherence 2 interpolate remaining frame using video diffusion model constructing fully populated temporally coherent sampling grid preserving spatial temporal consistency approach extend single video multiview video along novel camera trajectory maintaining spatiotemporal consistency method trainingfree fully utilizes offtheshelf video diffusion model offering practical effective solution multiview video generation
2503.22621v1,Improved error estimates for low-regularity integrators using space-time bounds,['Maximilian Ruff'],"We prove optimal convergence rates for certain low-regularity integrators applied to the one-dimensional periodic nonlinear Schr\""odinger and wave equations under the assumption of $H^1$ solutions. For the Schr\""odinger equation we analyze the exponential-type scheme proposed by Ostermann and Schratz in 2018, whereas in the wave case we treat the corrected Lie splitting proposed by Li, Schratz, and Zivcovich in 2023. We show that the integrators converge with their full order of one and two, respectively. In this situation only fractional convergence rates were previously known. The crucial ingredients in the proofs are known space-time bounds for the solutions to the corresponding linear problems. More precisely, in the Schr\""odinger case we use the $L^4$ Strichartz inequality, and for the wave equation a null form estimate. To our knowledge, this is the first time that a null form estimate is exploited in numerical analysis. We apply the estimates for continuous time, thus avoiding potential losses resulting from discrete-time estimates.",2025-03-28,"['math.NA', 'cs.NA', 'math.AP', '65M15 (Primary) 35L71, 35Q55, 65M12 (Secondary)']",http://arxiv.org/pdf/2503.22621v1,prove optimal convergence rate certain lowregularity integrator applied onedimensional periodic nonlinear schrodinger wave equation assumption h1 solution schrodinger equation analyze exponentialtype scheme proposed ostermann schratz 2018 whereas wave case treat corrected lie splitting proposed li schratz zivcovich 2023 show integrator converge full order one two respectively situation fractional convergence rate previously known crucial ingredient proof known spacetime bound solution corresponding linear problem precisely schrodinger case use l4 strichartz inequality wave equation null form estimate knowledge first time null form estimate exploited numerical analysis apply estimate continuous time thus avoiding potential loss resulting discretetime estimate
2503.22617v1,Using Machine Learning for Lunar Mineralogy-I: Hyperspectral Imaging of Volcanic Samples,"['Fatemeh Fazel Hesar', 'Mojtaba Raouf', 'Peyman Soltani', 'Bernard Foing', 'Michiel J. A. de Dood', 'Fons J. Verbeek', 'Esther Cheng', 'Chenming Zhou']","This study examines the mineral composition of volcanic samples similar to lunar materials, focusing on olivine and pyroxene. Using hyperspectral imaging from 400 to 1000 nm, we created data cubes to analyze the reflectance characteristics of samples from samples from Vulcano, a volcanically active island in the Aeolian Archipelago, north of Sicily, Italy, categorizing them into nine regions of interest and analyzing spectral data for each. We applied various unsupervised clustering algorithms, including K-Means, Hierarchical Clustering, GMM, and Spectral Clustering, to classify the spectral profiles. Principal Component Analysis revealed distinct spectral signatures associated with specific minerals, facilitating precise identification. Clustering performance varied by region, with K-Means achieving the highest silhouette-score of 0.47, whereas GMM performed poorly with a score of only 0.25. Non-negative Matrix Factorization aided in identifying similarities among clusters across different methods and reference spectra for olivine and pyroxene. Hierarchical clustering emerged as the most reliable technique, achieving a 94\% similarity with the olivine spectrum in one sample, whereas GMM exhibited notable variability. Overall, the analysis indicated that both Hierarchical and K-Means methods yielded lower errors in total measurements, with K-Means demonstrating superior performance in estimated dispersion and clustering. Additionally, GMM showed a higher root mean square error compared to the other models. The RMSE analysis confirmed K-Means as the most consistent algorithm across all samples, suggesting a predominance of olivine in the Vulcano region relative to pyroxene. This predominance is likely linked to historical formation conditions similar to volcanic processes on the Moon, where olivine-rich compositions are common in ancient lava flows and impact melt rocks.",2025-03-28,"['astro-ph.EP', 'cs.LG']",http://arxiv.org/pdf/2503.22617v1,study examines mineral composition volcanic sample similar lunar material focusing olivine pyroxene using hyperspectral imaging 400 1000 nm created data cube analyze reflectance characteristic sample sample vulcano volcanically active island aeolian archipelago north sicily italy categorizing nine region interest analyzing spectral data applied various unsupervised clustering algorithm including kmeans hierarchical clustering gmm spectral clustering classify spectral profile principal component analysis revealed distinct spectral signature associated specific mineral facilitating precise identification clustering performance varied region kmeans achieving highest silhouettescore 047 whereas gmm performed poorly score 025 nonnegative matrix factorization aided identifying similarity among cluster across different method reference spectrum olivine pyroxene hierarchical clustering emerged reliable technique achieving 94 similarity olivine spectrum one sample whereas gmm exhibited notable variability overall analysis indicated hierarchical kmeans method yielded lower error total measurement kmeans demonstrating superior performance estimated dispersion clustering additionally gmm showed higher root mean square error compared model rmse analysis confirmed kmeans consistent algorithm across sample suggesting predominance olivine vulcano region relative pyroxene predominance likely linked historical formation condition similar volcanic process moon olivinerich composition common ancient lava flow impact melt rock
2503.22613v1,Randomized $\tilde{O}(m\sqrt{n})$ Bellman-Ford from Fineman and the Boilermakers,['Satish Rao'],"A classical algorithm by Bellman and Ford from the 1950's computes shortest paths in weighted graphs on $n$ vertices and $m$ edges with possibly negative weights in $O(mn)$ time. Indeed, this algorithm is taught regularly in undergraduate Algorithms courses.   In 2023, after nearly 70 years, Fineman \cite{fineman2024single} developed an $\tilde{O}(m n^{8/9})$ expected time algorithm for this problem. Huang, Jin and Quanrud improved on Fineman's startling breakthrough by providing an $\tilde{O}(m n^{4/5} )$ time algorithm.   This paper builds on ideas from those results to produce an $\tilde{O}(m\sqrt{n})$ expected time algorithm. The simple observation that distances can be updated with respect to the reduced costs for a price function in linear time is key to the improvement. This almost immediately improves the previous work. To produce the final bound, this paper provides recursive versions of Fineman's structures.",2025-03-28,"['cs.DS', 'cs.CC']",http://arxiv.org/pdf/2503.22613v1,classical algorithm bellman ford 1950s computes shortest path weighted graph n vertex edge possibly negative weight omn time indeed algorithm taught regularly undergraduate algorithm course 2023 nearly 70 year fineman citefineman2024single developed tildeom n89 expected time algorithm problem huang jin quanrud improved finemans startling breakthrough providing tildeom n45 time algorithm paper build idea result produce tildeomsqrtn expected time algorithm simple observation distance updated respect reduced cost price function linear time key improvement almost immediately improves previous work produce final bound paper provides recursive version finemans structure
2503.22612v1,Advancing DevSecOps in SMEs: Challenges and Best Practices for Secure CI/CD Pipelines,"['Jayaprakashreddy Cheenepalli', 'John D. Hastings', 'Khandaker Mamun Ahmed', 'Chad Fenner']","This study evaluates the adoption of DevSecOps among small and medium-sized enterprises (SMEs), identifying key challenges, best practices, and future trends. Through a mixed methods approach backed by the Technology Acceptance Model (TAM) and Diffusion of Innovations (DOI) theory, we analyzed survey data from 405 SME professionals, revealing that while 68% have implemented DevSecOps, adoption is hindered by technical complexity (41%), resource constraints (35%), and cultural resistance (38%). Despite strong leadership prioritization of security (73%), automation gaps persist, with only 12% of organizations conducting security scans per commit.   Our findings highlight a growing integration of security tools, particularly API security (63%) and software composition analysis (62%), although container security adoption remains low (34%). Looking ahead, SMEs anticipate artificial intelligence and machine learning to significantly influence DevSecOps, underscoring the need for proactive adoption of AI-driven security enhancements. Based on our findings, this research proposes strategic best practices to enhance CI/CD pipeline security including automation, leadership-driven security culture, and cross-team collaboration.",2025-03-28,"['cs.CR', 'cs.CY', 'cs.SE', 'D.2.2; K.6.5; D.2.9']",http://arxiv.org/pdf/2503.22612v1,study evaluates adoption devsecops among small mediumsized enterprise smes identifying key challenge best practice future trend mixed method approach backed technology acceptance model tam diffusion innovation doi theory analyzed survey data 405 sme professional revealing 68 implemented devsecops adoption hindered technical complexity 41 resource constraint 35 cultural resistance 38 despite strong leadership prioritization security 73 automation gap persist 12 organization conducting security scan per commit finding highlight growing integration security tool particularly api security 63 software composition analysis 62 although container security adoption remains low 34 looking ahead smes anticipate artificial intelligence machine learning significantly influence devsecops underscoring need proactive adoption aidriven security enhancement based finding research proposes strategic best practice enhance cicd pipeline security including automation leadershipdriven security culture crossteam collaboration
2503.22610v1,Evaluating Multimodal Language Models as Visual Assistants for Visually Impaired Users,"['Antonia Karamolegkou', 'Malvina Nikandrou', 'Georgios Pantazopoulos', 'Danae Sanchez Villegas', 'Phillip Rust', 'Ruchira Dhar', 'Daniel Hershcovich', 'Anders Søgaard']","This paper explores the effectiveness of Multimodal Large Language models (MLLMs) as assistive technologies for visually impaired individuals. We conduct a user survey to identify adoption patterns and key challenges users face with such technologies. Despite a high adoption rate of these models, our findings highlight concerns related to contextual understanding, cultural sensitivity, and complex scene understanding, particularly for individuals who may rely solely on them for visual interpretation. Informed by these results, we collate five user-centred tasks with image and video inputs, including a novel task on Optical Braille Recognition. Our systematic evaluation of twelve MLLMs reveals that further advancements are necessary to overcome limitations related to cultural context, multilingual support, Braille reading comprehension, assistive object recognition, and hallucinations. This work provides critical insights into the future direction of multimodal AI for accessibility, underscoring the need for more inclusive, robust, and trustworthy visual assistance technologies.",2025-03-28,"['cs.HC', 'cs.AI', 'cs.CL', 'cs.CY', 'cs.LG']",http://arxiv.org/pdf/2503.22610v1,paper explores effectiveness multimodal large language model mllms assistive technology visually impaired individual conduct user survey identify adoption pattern key challenge user face technology despite high adoption rate model finding highlight concern related contextual understanding cultural sensitivity complex scene understanding particularly individual may rely solely visual interpretation informed result collate five usercentred task image video input including novel task optical braille recognition systematic evaluation twelve mllms reveals advancement necessary overcome limitation related cultural context multilingual support braille reading comprehension assistive object recognition hallucination work provides critical insight future direction multimodal ai accessibility underscoring need inclusive robust trustworthy visual assistance technology
2503.22605v1,Audio-Plane: Audio Factorization Plane Gaussian Splatting for Real-Time Talking Head Synthesis,"['Shuai Shen', 'Wanhua Li', 'Yunpeng Zhang', 'Weipeng Hu', 'Yap-Peng Tan']","Talking head synthesis has become a key research area in computer graphics and multimedia, yet most existing methods often struggle to balance generation quality with computational efficiency. In this paper, we present a novel approach that leverages an Audio Factorization Plane (Audio-Plane) based Gaussian Splatting for high-quality and real-time talking head generation. For modeling a dynamic talking head, 4D volume representation is needed. However, directly storing a dense 4D grid is impractical due to the high cost and lack of scalability for longer durations. We overcome this challenge with the proposed Audio-Plane, where the 4D volume representation is decomposed into audio-independent space planes and audio-dependent planes. This provides a compact and interpretable feature representation for talking head, facilitating more precise audio-aware spatial encoding and enhanced audio-driven lip dynamic modeling. To further improve speech dynamics, we develop a dynamic splatting method that helps the network more effectively focus on modeling the dynamics of the mouth region. Extensive experiments demonstrate that by integrating these innovations with the powerful Gaussian Splatting, our method is capable of synthesizing highly realistic talking videos in real time while ensuring precise audio-lip synchronization. Synthesized results are available in https://sstzal.github.io/Audio-Plane/.",2025-03-28,"['cs.GR', 'cs.CV', 'cs.SD', 'eess.AS']",http://arxiv.org/pdf/2503.22605v1,talking head synthesis become key research area computer graphic multimedia yet existing method often struggle balance generation quality computational efficiency paper present novel approach leverage audio factorization plane audioplane based gaussian splatting highquality realtime talking head generation modeling dynamic talking head 4d volume representation needed however directly storing dense 4d grid impractical due high cost lack scalability longer duration overcome challenge proposed audioplane 4d volume representation decomposed audioindependent space plane audiodependent plane provides compact interpretable feature representation talking head facilitating precise audioaware spatial encoding enhanced audiodriven lip dynamic modeling improve speech dynamic develop dynamic splatting method help network effectively focus modeling dynamic mouth region extensive experiment demonstrate integrating innovation powerful gaussian splatting method capable synthesizing highly realistic talking video real time ensuring precise audiolip synchronization synthesized result available httpssstzalgithubioaudioplane
2503.22601v1,Neural Identification of Feedback-Stabilized Nonlinear Systems,"['Mahrokh G. Boroujeni', 'Laura Meroi', 'Leonardo Massai', 'Clara L. Galimberti', 'Giancarlo Ferrari-Trecate']","Neural networks have demonstrated remarkable success in modeling nonlinear dynamical systems. However, identifying these systems from closed-loop experimental data remains a challenge due to the correlations induced by the feedback loop. Traditional nonlinear closed-loop system identification methods struggle with reliance on precise noise models, robustness to data variations, or computational feasibility. Additionally, it is essential to ensure that the identified model is stabilized by the same controller used during data collection, ensuring alignment with the true system's closed-loop behavior. The dual Youla parameterization provides a promising solution for linear systems, offering statistical guarantees and closed-loop stability. However, extending this approach to nonlinear systems presents additional complexities. In this work, we propose a computationally tractable framework for identifying complex, potentially unstable systems while ensuring closed-loop stability using a complete parameterization of systems stabilized by a given controller. We establish asymptotic consistency in the linear case and validate our method through numerical comparisons, demonstrating superior accuracy over direct identification baselines and compatibility with the true system in stability properties.",2025-03-28,"['eess.SY', 'cs.SY']",http://arxiv.org/pdf/2503.22601v1,neural network demonstrated remarkable success modeling nonlinear dynamical system however identifying system closedloop experimental data remains challenge due correlation induced feedback loop traditional nonlinear closedloop system identification method struggle reliance precise noise model robustness data variation computational feasibility additionally essential ensure identified model stabilized controller used data collection ensuring alignment true system closedloop behavior dual youla parameterization provides promising solution linear system offering statistical guarantee closedloop stability however extending approach nonlinear system present additional complexity work propose computationally tractable framework identifying complex potentially unstable system ensuring closedloop stability using complete parameterization system stabilized given controller establish asymptotic consistency linear case validate method numerical comparison demonstrating superior accuracy direct identification baseline compatibility true system stability property
2503.22600v1,Generative Latent Neural PDE Solver using Flow Matching,"['Zijie Li', 'Anthony Zhou', 'Amir Barati Farimani']","Autoregressive next-step prediction models have become the de-facto standard for building data-driven neural solvers to forecast time-dependent partial differential equations (PDEs). Denoise training that is closely related to diffusion probabilistic model has been shown to enhance the temporal stability of neural solvers, while its stochastic inference mechanism enables ensemble predictions and uncertainty quantification. In principle, such training involves sampling a series of discretized diffusion timesteps during both training and inference, inevitably increasing computational overhead. In addition, most diffusion models apply isotropic Gaussian noise on structured, uniform grids, limiting their adaptability to irregular domains. We propose a latent diffusion model for PDE simulation that embeds the PDE state in a lower-dimensional latent space, which significantly reduces computational costs. Our framework uses an autoencoder to map different types of meshes onto a unified structured latent grid, capturing complex geometries. By analyzing common diffusion paths, we propose to use a coarsely sampled noise schedule from flow matching for both training and testing. Numerical experiments show that the proposed model outperforms several deterministic baselines in both accuracy and long-term stability, highlighting the potential of diffusion-based approaches for robust data-driven PDE learning.",2025-03-28,"['cs.LG', 'cs.AI']",http://arxiv.org/pdf/2503.22600v1,autoregressive nextstep prediction model become defacto standard building datadriven neural solver forecast timedependent partial differential equation pdes denoise training closely related diffusion probabilistic model shown enhance temporal stability neural solver stochastic inference mechanism enables ensemble prediction uncertainty quantification principle training involves sampling series discretized diffusion timesteps training inference inevitably increasing computational overhead addition diffusion model apply isotropic gaussian noise structured uniform grid limiting adaptability irregular domain propose latent diffusion model pde simulation embeds pde state lowerdimensional latent space significantly reduces computational cost framework us autoencoder map different type mesh onto unified structured latent grid capturing complex geometry analyzing common diffusion path propose use coarsely sampled noise schedule flow matching training testing numerical experiment show proposed model outperforms several deterministic baseline accuracy longterm stability highlighting potential diffusionbased approach robust datadriven pde learning
2503.22595v1,Reinforcement Learning for Machine Learning Model Deployment: Evaluating Multi-Armed Bandits in ML Ops Environments,"['S. Aaron McClendon', 'Vishaal Venkatesh', 'Juan Morinelli']","In modern ML Ops environments, model deployment is a critical process that traditionally relies on static heuristics such as validation error comparisons and A/B testing. However, these methods require human intervention to adapt to real-world deployment challenges, such as model drift or unexpected performance degradation. We investigate whether reinforcement learning, specifically multi-armed bandit (MAB) algorithms, can dynamically manage model deployment decisions more effectively. Our approach enables more adaptive production environments by continuously evaluating deployed models and rolling back underperforming ones in real-time. We test six model selection strategies across two real-world datasets and find that RL based approaches match or exceed traditional methods in performance. Our findings suggest that reinforcement learning (RL)-based model management can improve automation, reduce reliance on manual interventions, and mitigate risks associated with post-deployment model failures.",2025-03-28,['cs.LG'],http://arxiv.org/pdf/2503.22595v1,modern ml ops environment model deployment critical process traditionally relies static heuristic validation error comparison ab testing however method require human intervention adapt realworld deployment challenge model drift unexpected performance degradation investigate whether reinforcement learning specifically multiarmed bandit mab algorithm dynamically manage model deployment decision effectively approach enables adaptive production environment continuously evaluating deployed model rolling back underperforming one realtime test six model selection strategy across two realworld datasets find rl based approach match exceed traditional method performance finding suggest reinforcement learning rlbased model management improve automation reduce reliance manual intervention mitigate risk associated postdeployment model failure
2503.22594v1,On the Alignment of Post-Publication Reviews & Bibliometric and Altmetric Impact -- A Case Study on Expert Statements from the Science Media Center Germany,"['Dirk Tunger', 'Philipp Schaer']","In the context of academic publishing and peer review, this study investigates the relationship between post-publication expert evaluations, their agreement levels, and the subsequent scientific and public recognition of the reviewed research. Using expert statements from the Science Media Center Germany as a dataset, we analyze Research in Context reviews to examine the alignment between qualitative post-publication assessments and bibliometric as well as altmetric indicators. We employ a Large Language Model to translate unstructured expert reviews into a structured rating scheme. Furthermore, we correlate these evaluations with citation counts from the Web of Science and alternative impact metrics such as the Altmetric Attention Score, news mentions, and Mendeley readership statistics from the Altmetric Explorer. We investigate the alignment of positive or critical post-publication reviews and high or low citation or altmetric counts.",2025-03-28,['cs.DL'],http://arxiv.org/pdf/2503.22594v1,context academic publishing peer review study investigates relationship postpublication expert evaluation agreement level subsequent scientific public recognition reviewed research using expert statement science medium center germany dataset analyze research context review examine alignment qualitative postpublication assessment bibliometric well altmetric indicator employ large language model translate unstructured expert review structured rating scheme furthermore correlate evaluation citation count web science alternative impact metric altmetric attention score news mention mendeley readership statistic altmetric explorer investigate alignment positive critical postpublication review high low citation altmetric count
2503.22592v1,KEVS: Enhancing Segmentation of Visceral Adipose Tissue in Pre-Cystectomy CT with Gaussian Kernel Density Estimation,"['Thomas Boucher', 'Nicholas Tetlow', 'Annie Fung', 'Amy Dewar', 'Pietro Arina', 'Sven Kerneis', 'John Whittle', 'Evangelos B. Mazomenos']","Purpose: The distribution of visceral adipose tissue (VAT) in cystectomy patients is indicative of the incidence of post-operative complications. Existing VAT segmentation methods for computed tomography (CT) employing intensity thresholding have limitations relating to inter-observer variability. Moreover, the difficulty in creating ground-truth masks limits the development of deep learning (DL) models for this task. This paper introduces a novel method for VAT prediction in pre-cystectomy CT, which is fully automated and does not require ground-truth VAT masks for training, overcoming aforementioned limitations. Methods: We introduce the Kernel density Enhanced VAT Segmentator ( KEVS), combining a DL semantic segmentation model, for multi-body feature prediction, with Gaussian kernel density estimation analysis of predicted subcutaneous adipose tissue to achieve accurate scan-specific predictions of VAT in the abdominal cavity. Uniquely for a DL pipeline, KEVS does not require ground-truth VAT masks. Results: We verify the ability of KEVS to accurately segment abdominal organs in unseen CT data and compare KEVS VAT segmentation predictions to existing state-of-the-art (SOTA) approaches in a dataset of 20 pre-cystectomy CT scans, collected from University College London Hospital (UCLH-Cyst), with expert ground-truth annotations. KEVS presents a 4.80% and 6.02% improvement in Dice Coefficient over the second best DL and thresholding-based VAT segmentation techniques respectively when evaluated on UCLH-Cyst. Conclusion: This research introduces KEVS; an automated, SOTA method for the prediction of VAT in pre-cystectomy CT which eliminates inter-observer variability and is trained entirely on open-source CT datasets which do not contain ground-truth VAT masks.",2025-03-28,"['eess.IV', 'cs.AI', 'cs.CV']",http://arxiv.org/pdf/2503.22592v1,purpose distribution visceral adipose tissue vat cystectomy patient indicative incidence postoperative complication existing vat segmentation method computed tomography ct employing intensity thresholding limitation relating interobserver variability moreover difficulty creating groundtruth mask limit development deep learning dl model task paper introduces novel method vat prediction precystectomy ct fully automated require groundtruth vat mask training overcoming aforementioned limitation method introduce kernel density enhanced vat segmentator kevs combining dl semantic segmentation model multibody feature prediction gaussian kernel density estimation analysis predicted subcutaneous adipose tissue achieve accurate scanspecific prediction vat abdominal cavity uniquely dl pipeline kevs require groundtruth vat mask result verify ability kevs accurately segment abdominal organ unseen ct data compare kevs vat segmentation prediction existing stateoftheart sota approach dataset 20 precystectomy ct scan collected university college london hospital uclhcyst expert groundtruth annotation kevs present 480 602 improvement dice coefficient second best dl thresholdingbased vat segmentation technique respectively evaluated uclhcyst conclusion research introduces kevs automated sota method prediction vat precystectomy ct eliminates interobserver variability trained entirely opensource ct datasets contain groundtruth vat mask
2503.22589v1,"Using AI to Summarize US Presidential Campaign TV Advertisement Videos, 1952-2012","['Adam Breuer', 'Bryce J. Dietrich', 'Michael H. Crespin', 'Matthew Butler', 'J. A. Pyrse', 'Kosuke Imai']","This paper introduces the largest and most comprehensive dataset of US presidential campaign television advertisements, available in digital format. The dataset also includes machine-searchable transcripts and high-quality summaries designed to facilitate a variety of academic research. To date, there has been great interest in collecting and analyzing US presidential campaign advertisements, but the need for manual procurement and annotation led many to rely on smaller subsets. We design a large-scale parallelized, AI-based analysis pipeline that automates the laborious process of preparing, transcribing, and summarizing videos. We then apply this methodology to the 9,707 presidential ads from the Julian P. Kanter Political Commercial Archive. We conduct extensive human evaluations to show that these transcripts and summaries match the quality of manually generated alternatives. We illustrate the value of this data by including an application that tracks the genesis and evolution of current focal issue areas over seven decades of presidential elections. Our analysis pipeline and codebase also show how to use LLM-based tools to obtain high-quality summaries for other video datasets.",2025-03-28,"['cs.MM', 'cs.AI', 'cs.CV', 'cs.LG']",http://arxiv.org/pdf/2503.22589v1,paper introduces largest comprehensive dataset u presidential campaign television advertisement available digital format dataset also includes machinesearchable transcript highquality summary designed facilitate variety academic research date great interest collecting analyzing u presidential campaign advertisement need manual procurement annotation led many rely smaller subset design largescale parallelized aibased analysis pipeline automates laborious process preparing transcribing summarizing video apply methodology 9707 presidential ad julian p kanter political commercial archive conduct extensive human evaluation show transcript summary match quality manually generated alternative illustrate value data including application track genesis evolution current focal issue area seven decade presidential election analysis pipeline codebase also show use llmbased tool obtain highquality summary video datasets
2503.22587v1,LLM-enabled Instance Model Generation,"['Fengjunjie Pan', 'Nenad Petrovic', 'Vahid Zolfaghari', 'Long Wen', 'Alois Knoll']","In the domain of model-based engineering, models are essential components that enable system design and analysis. Traditionally, the creation of these models has been a manual process requiring not only deep modeling expertise but also substantial domain knowledge of target systems. With the rapid advancement of generative artificial intelligence, large language models (LLMs) show potential for automating model generation. This work explores the generation of instance models using LLMs, focusing specifically on producing XMI-based instance models from Ecore metamodels and natural language specifications. We observe that current LLMs struggle to directly generate valid XMI models. To address this, we propose a two-step approach: first, using LLMs to produce a simplified structured output containing all necessary instance model information, namely a conceptual instance model, and then compiling this intermediate representation into a valid XMI file. The conceptual instance model is format-independent, allowing it to be transformed into various modeling formats via different compilers. The feasibility of the proposed method has been demonstrated using several LLMs, including GPT-4o, o1-preview, Llama 3.1 (8B and 70B). Results show that the proposed method significantly improves the usability of LLMs for instance model generation tasks. Notably, the smaller open-source model, Llama 3.1 70B, demonstrated performance comparable to proprietary GPT models within the proposed framework.",2025-03-28,['cs.SE'],http://arxiv.org/pdf/2503.22587v1,domain modelbased engineering model essential component enable system design analysis traditionally creation model manual process requiring deep modeling expertise also substantial domain knowledge target system rapid advancement generative artificial intelligence large language model llm show potential automating model generation work explores generation instance model using llm focusing specifically producing xmibased instance model ecore metamodels natural language specification observe current llm struggle directly generate valid xmi model address propose twostep approach first using llm produce simplified structured output containing necessary instance model information namely conceptual instance model compiling intermediate representation valid xmi file conceptual instance model formatindependent allowing transformed various modeling format via different compiler feasibility proposed method demonstrated using several llm including gpt4o o1preview llama 31 8b 70b result show proposed method significantly improves usability llm instance model generation task notably smaller opensource model llama 31 70b demonstrated performance comparable proprietary gpt model within proposed framework
2503.22588v1,Next-Best-Trajectory Planning of Robot Manipulators for Effective Observation and Exploration,"['Heiko Renz', 'Maximilian Krämer', 'Frank Hoffmann', 'Torsten Bertram']","Visual observation of objects is essential for many robotic applications, such as object reconstruction and manipulation, navigation, and scene understanding. Machine learning algorithms constitute the state-of-the-art in many fields but require vast data sets, which are costly and time-intensive to collect. Automated strategies for observation and exploration are crucial to enhance the efficiency of data gathering. Therefore, a novel strategy utilizing the Next-Best-Trajectory principle is developed for a robot manipulator operating in dynamic environments. Local trajectories are generated to maximize the information gained from observations along the path while avoiding collisions. We employ a voxel map for environment modeling and utilize raycasting from perspectives around a point of interest to estimate the information gain. A global ergodic trajectory planner provides an optional reference trajectory to the local planner, improving exploration and helping to avoid local minima. To enhance computational efficiency, raycasting for estimating the information gain in the environment is executed in parallel on the graphics processing unit. Benchmark results confirm the efficiency of the parallelization, while real-world experiments demonstrate the strategy's effectiveness.",2025-03-28,"['cs.RO', 'cs.CV', 'cs.HC']",http://arxiv.org/pdf/2503.22588v1,visual observation object essential many robotic application object reconstruction manipulation navigation scene understanding machine learning algorithm constitute stateoftheart many field require vast data set costly timeintensive collect automated strategy observation exploration crucial enhance efficiency data gathering therefore novel strategy utilizing nextbesttrajectory principle developed robot manipulator operating dynamic environment local trajectory generated maximize information gained observation along path avoiding collision employ voxel map environment modeling utilize raycasting perspective around point interest estimate information gain global ergodic trajectory planner provides optional reference trajectory local planner improving exploration helping avoid local minimum enhance computational efficiency raycasting estimating information gain environment executed parallel graphic processing unit benchmark result confirm efficiency parallelization realworld experiment demonstrate strategy effectiveness
